addicupo_state,remaining_addicupo,id
AVAILABLE,1800000,9a5c0eed-9a3c-4da9-a3fd-f8dd90a4b1bd_103
AVAILABLE,299398.0373,9a754fd4-a17e-4f72-a2ff-1d8b1abc3948_103
AVAILABLE,2499999.998,9a7c5571-e348-47db-9690-75d661fbdeb9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9ac7f555-cbe1-4595-9b22-47c96e1c23a9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9b0913f9-a390-415a-a63a-79224bcb0e33_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9b095be4-6a31-4513-92c5-256c5aced9b0_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9b134b11-dbe8-43af-99b6-36918a2869ec_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,9b27d85a-c43e-4cb4-9c6d-db374ab07d69_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9b88d401-3585-4d61-b973-6b8bab3058d8_103
AVAILABLE,0,9b97dbba-35ed-4151-98bd-c40d76cca33c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9bc3a7a0-dc0f-46a2-9e23-fec734711a08_103
AVAILABLE,1745369.703,9bcd85fa-52de-4810-a786-a8c30fad639a_103
AVAILABLE,1800000,9befb50c-eed9-484e-b324-093dd6f36050_103
AVAILABLE,1800000,9c07c859-ed33-4d4c-9a6a-94f41ba2c523_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9c131eeb-6576-478a-924f-3cf9c5044534_103
AVAILABLE,1378373.411,9c15b157-f8e6-47ac-ae11-b7a74a5c7353_103
AVAILABLE,1499548.61,9c2c5a44-1c59-44df-9810-b9f4601ef7cd_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9c2ca692-5644-40bd-aae3-f2084f1a978c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9c3f2289-b6d8-4472-92b9-ef81d2216eec_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9c417996-7d16-4b26-837f-772e895ccb06_103
AVAILABLE,1799999.67,9c80d73a-f058-438e-bd17-d3e6cbb066c8_103
AVAILABLE,1800000,9c836859-5d41-473d-a357-bd5afb1aa865_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9c951da0-0bca-4044-a2ea-52890fcc62e8_103
AVAILABLE,1350000,9c9ae801-63ce-4437-86bc-6a538b006500_103
AVAILABLE,1493693.326,9cd12b9a-422c-49b7-ad49-be8489813d6b_103
AVAILABLE,0,9cde0973-fbc8-4f85-a976-44e56554e08a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9cec2792-5c45-4ab9-81c2-d7f287da6c8d_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9d18f621-e775-4403-999f-a4968dca045a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9d1b6b4a-cd8e-40e9-ae52-07c410660b5e_103
AVAILABLE,0,9d1b753d-133f-488e-b668-5fbf3fdc5a48_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9d363a57-3857-4ae0-b714-1e9e4e6300fe_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9d3ae5bf-9e09-455e-8c71-a5be3ff580ee_103
AVAILABLE,1132088.211,9d4285c1-5dc0-481d-8a8c-7477803846d6_103
AVAILABLE,761442.8196,9d55273d-e6df-494a-aadf-bb9961a5f4d6_103
AVAILABLE,800000,9d57b8a9-7445-4908-b416-d29252e90c64_103
AVAILABLE,800000,9d9a8244-bac4-4361-8d64-62c95ac2101c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9dbf42f3-495f-4ac2-bf90-90076c3b253e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9dd022f7-8293-4087-9325-067e8f46df55_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9dd7c48d-15e2-4a1e-891c-611bd7dea56d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9de1e18b-67b6-419f-81b4-8dac06689166_103
AVAILABLE,2169661.013,9e0c12ac-4ce0-44a2-8e72-d9e8f9f09950_103
AVAILABLE,684748.5797,9e1c36e3-6bf3-42f1-b443-c473dc48858d_103
AVAILABLE,2200000,9e411346-3b98-4aef-9db0-bf112965b408_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,9e46e7a1-b116-4e69-be8f-bd526d257eb9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9e6b8b4e-8148-4f0a-bdaf-ece7d47265a4_103
AVAILABLE,0,9e7a6e12-610e-4ef6-883a-d5e8c755b151_103
AVAILABLE,805426.7066,9e97e29a-b550-425c-a4d1-e61461059854_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9e988bf2-49ef-4162-bc21-d6c7ce126e55_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,9ea9d530-9340-453e-b80f-f82b2c300eec_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9ebf7d43-4908-45cd-86c2-42cfab098d32_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9ecb60f2-9b7c-4fd7-9dac-ec769fca7c6a_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,9ed1268b-3fe1-4054-ab9f-7faec4ca7188_103
AVAILABLE,1499827.191,9f291be4-de15-462d-a1c8-93e82882da0a_103
AVAILABLE,694878.7985,9f2cdbac-6df5-4744-94bd-1a7492256d1f_103
BLOCKED_BY_CONDONATION,0,9f2e2c37-c61e-4c2d-bf3b-0b313a88dc98_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9f30ed9c-f064-447e-bee9-6548e9fa9677_103
AVAILABLE,1800000,9f466cad-0e63-4183-92c1-b03c09fc523a_103
AVAILABLE,781640.5414,9f7dd96b-67e6-484b-99d9-0532cc827b4b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9f956007-ad96-40d3-8162-39a7f968aeb7_103
AVAILABLE,800000,9fc2f4d6-c0c1-44cb-b924-4c0659e0e8ec_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,9fd79e7f-4ea6-4343-8400-8adcbb8ab679_103
AVAILABLE,2115446.861,a01733c5-ce4a-44d0-8b1c-d5bb8f06319f_103
AVAILABLE,2357166.12,a03432fd-0e86-448c-b688-7dfa53cf1d14_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a05646c3-5bfe-48ac-8f28-531bf7182e3b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a05b1b55-bcc9-463e-a810-37b07cba70a9_103
AVAILABLE,1799905.683,a081479d-e57f-48ad-9325-11a6c4d7e83c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a0850928-b2e2-4d15-a757-cfbc82e111f8_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a0a1fbcc-d35a-4fdd-84d2-002e742e1a0c_103
AVAILABLE,1494000,a0b26177-b122-4ff2-b0a7-6c586b75bf14_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a0f720e3-3e0e-4b54-9f2a-0f665296b4ac_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a1268950-d2a0-471d-b83b-154cab9dc2f7_103
AVAILABLE,1351922.425,a127c8dc-249d-4f5f-8ea2-2728bca0c137_103
AVAILABLE,799923.7512,a1404c22-7dbc-4170-b053-193d99139eaf_103
AVAILABLE,1959546.774,a14117dc-b4aa-44e0-b481-b830132d7421_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,a1540a1e-bce3-4feb-99a6-816d2aa80952_103
BLOCKED_BY_CONDONATION,0,a1580710-0c85-4674-8b4b-b229a3519d79_103
AVAILABLE,1500000,a1843752-b0e3-499f-bb80-6a1ea5c78e82_103
AVAILABLE,235339.0799,a1aad809-9d9a-41c9-93bc-d6356d129d2a_103
AVAILABLE,2205022.88,a1b977fe-2e02-475b-ae2d-3d0d7c7696a3_103
AVAILABLE,1407992.995,a1c1cf79-bab6-4578-bc82-5bf9a1e88291_103
BLOCKED_BY_CONDONATION,0,a1e5491f-0a39-4ff3-a58c-97f538c9a708_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a1e986b2-a669-4054-9de4-267132c7b665_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,a2052811-69fa-4fc4-b000-b51d621c288b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a20704dd-c6ee-42d5-a2da-13852ceaf49f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a21c38c9-9d52-4705-a621-4863db340ce0_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a21e5216-5b36-4f7d-83fe-75897973ae84_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a2443aec-1ae5-49bf-aea0-2ac2a5e111aa_103
AVAILABLE,9251.875498,a246fbef-3999-4732-9819-de5d128a0186_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a24af83b-ebdc-45a2-a86f-2d81b4c9cd85_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a24c13fc-4821-415d-bf99-bb83d5f55d93_103
AVAILABLE,1493999.812,a255ecbc-a4c8-433d-af53-f77078ac8a7e_103
AVAILABLE,2445965.33,a25b4a3b-c07f-40c9-a04f-66848031eb24_103
AVAILABLE,1800000,a295279f-8762-411c-9841-eab2bcb777aa_103
BLOCKED_BY_CONDONATION,0,a2bcc611-6afe-4542-a7a0-6ae1707736bb_103
AVAILABLE,1493958.271,a2cfc470-658d-496b-94ba-3d8f7d768876_103
AVAILABLE,1697739.338,a2d7d349-cc9d-4721-988d-782497547a30_103
AVAILABLE,1799977.964,a2d878fe-421b-425c-bc96-ba9083b988a5_103
AVAILABLE,2799999.547,a2d9cd01-7c11-4bbf-9ae4-d408e3502974_103
AVAILABLE,1800000,a2fed0f1-f640-4782-b8a7-9190aac9c310_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a324a7e2-3323-4513-afdc-7ff77fb2d32b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a33db4e1-b0e6-45ce-9529-1a306122d821_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a36c073e-07a8-4063-9ff0-52fcdaec53a0_103
AVAILABLE,1799245.095,a36e8121-f4ba-4fa5-a5b6-4cb5b3f5bb82_103
AVAILABLE,1441564.46,a36f1810-0d61-48e9-ab26-3649d667625c_103
AVAILABLE,1143570.204,a373fada-039e-46c8-9ce7-a7af98ea6a02_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a3e2d2f8-0b70-4f32-8aff-57d43593951e_103
AVAILABLE,576488.3039,a4140b77-5d05-4ba1-8829-bacbfab391c5_103
AVAILABLE,104581.5942,a420bad2-fcca-4630-92d4-8928fb672336_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a447fa0b-12b1-4cad-bc11-5f9f2437c8d4_103
AVAILABLE,42510.55251,a44dbf9d-e18c-4132-9ef3-275c1d7c193c_103
AVAILABLE,301502.5408,a47d52ba-3495-4d97-b4d8-735191d38d19_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a47fd9a4-2900-461d-b14c-3f57c5feab5c_103
AVAILABLE,1999812.218,a4840b28-d78d-46b3-92e5-39aa8f23a5ef_103
AVAILABLE,1938961.171,a4a1fcf2-7e3d-4c29-85d4-f6b4565143eb_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a4a90710-5c53-4eaa-8245-bba6b2dc7f1e_103
AVAILABLE,315580.2923,a4b68d2d-cae4-4e6b-bcf6-55a489707ae3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a4bbd705-a34b-4554-9f96-f41e5245d699_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a4bc42c9-5dc6-4493-ae61-8816cdfb762b_103
AVAILABLE,1700230.622,a5017177-b886-475e-bc8e-d4677684c88c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a55c2a9c-2c71-4c75-a719-473db1063fd1_103
AVAILABLE,1494000,a57bc377-74a8-4a06-a130-f11cf160dbff_103
AVAILABLE,1874678.719,a5b6535e-8be5-45a8-b964-a2197111cf91_103
AVAILABLE,2185465.992,a5c67a15-b48d-40ad-8738-4d444b528388_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a60eba43-6b08-420b-aa31-26c5b168d6a0_103
AVAILABLE,1650000,a6200629-50b7-4031-ad07-dd54d629174d_103
AVAILABLE,1349619.813,a63a24b0-5866-47e2-a974-dc6009b6779e_103
AVAILABLE,1349999.203,a63bd0b8-4cd0-4924-96da-d9bd882cfe37_103
AVAILABLE,411000,a63eefd8-abf2-4881-9093-7c9160e19d96_103
AVAILABLE,1350000,a66dcefc-5d06-4aab-9abf-7f9bbc433195_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,a68dfc8c-5476-4071-834f-d91934ec7de4_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,a6a14ba2-2493-4673-82f7-099792f2c2d6_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a6c447bb-8bf9-4e3d-bb3a-3465a89cd7bc_103
AVAILABLE,1800000,a6dfd853-43e6-4e80-a427-172244ffaca0_103
AVAILABLE,1799999.961,a72195fa-d684-44b5-a26b-33e4fa7a76ff_103
AVAILABLE,1493847.972,a729759d-25f6-4036-8f05-54664d2fe4c0_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a72eaf5c-1887-4215-9d67-652b3e0ee22e_103
AVAILABLE,900665.7574,a7309419-c72e-4638-b8a2-2d17d636fe22_103
AVAILABLE,1800000,a7504862-5469-4723-ae60-7b88ef9ab221_103
AVAILABLE,1800000,a7540ecd-873f-4257-b28f-35da28b21e34_103
AVAILABLE,1626666,a758d074-5a22-4d3e-a4a8-791d365312ac_103
AVAILABLE,1799844.07,a75bb4af-c40a-4995-a847-0f21544514c0_103
AVAILABLE,1107689.579,a76401b2-1662-4ffd-8468-45b70c69b8c5_103
AVAILABLE,1874156.324,a780d2f3-eae3-41e1-a10e-b51062faffce_103
AVAILABLE,931026.6188,a78c8774-06e2-4fe9-a2f1-d7afa05691c2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a79b178d-caf2-4179-ac47-05adf5e60cb8_103
AVAILABLE,785820.989,a7ae3372-ed58-42c0-a5c6-ea6a9bf90c8f_103
AVAILABLE,569952.5552,a7dd2b14-49d6-48fe-b1ba-5d16ea970417_103
AVAILABLE,1650000,a7df3cf4-a3d4-4fa4-901d-65e9cf45dab7_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a7e61326-91d1-4447-a9c2-7a7841eeb857_103
AVAILABLE,0,a7fbc75c-0875-4ae0-80ef-a82253de74c3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a8268b72-2d53-49be-96bb-42860aecd105_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a83a90d9-f3e5-4e11-b356-7d55f7c9d927_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a84380ce-2fc4-4f20-9ced-fbabc4bb1da3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a8445a89-d1cf-494a-ace6-c52ad8ea0e78_103
AVAILABLE,1494000,a85e9c33-c1f9-495c-840c-9622b3af622f_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,a86ca80d-4b93-4761-9824-df1d11d733fa_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a87977aa-d4e1-4e45-bc46-d885c57f8626_103
BLOCKED_BY_CONDONATION,0,a87bae9f-8792-4411-8d5a-bb38c652d044_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a8a0e368-2e71-42db-bedd-8cd8ee0f96a6_103
AVAILABLE,622121.8012,a8a3d557-af04-46c8-a57c-6719d95edfc0_103
AVAILABLE,1800000,a8ac9468-0598-4273-a677-22aff5c86e04_103
AVAILABLE,1800000,a8b7e9c6-9a11-4553-bc47-754b5c24ca16_103
AVAILABLE,1055183.688,a8c009b5-bca0-4db4-965e-99549dd39887_103
AVAILABLE,1800000,a8f7d205-9844-4df1-8754-b186fa7f1565_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a9371ce1-21b2-47a0-8aeb-aa013c98a3b9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a9494544-bf51-46dd-b696-8802f4d60b6f_103
AVAILABLE,1597545.936,a9520777-197d-4450-ac1d-8b63eb8ebe0e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a9548bca-8110-4cca-a6c2-4ba0b8252729_103
AVAILABLE,1085656.65,a9712cf7-e635-4b14-b203-709d07ae9ae1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,a98abe82-9516-4c7f-b953-340e50e0bfe9_103
AVAILABLE,1350000,a98fc256-c756-4768-b630-1635a816e419_103
AVAILABLE,1448973.18,a990640b-219b-44af-a312-cd0487a8b2ba_103
AVAILABLE,600000,a9bd4d2b-f336-4bf8-a940-90ea3e8f6f80_103
AVAILABLE,2670940.002,a9c8dd44-1507-4092-92b1-90aa8437f899_103
AVAILABLE,997184.5087,a9d9237e-f57f-4be6-9287-818c9be728ea_103
AVAILABLE,1494000,a9dd89fc-46e5-4e0d-a914-c0a3b9965c2c_103
AVAILABLE,1799970,a9df4e27-5351-4e61-874d-22be814e4b62_103
AVAILABLE,1744700,aa11cd7d-adfa-4abf-8b97-ac8dddcb52c1_103
AVAILABLE,0,aa13b442-b590-46c3-8f03-4bdc91d8fdc4_103
AVAILABLE,0,aa32a419-8adc-431c-9e1d-c69d7f239d69_103
BLOCKED_BY_CONDONATION,0,aa341c1a-5bbb-41e2-b585-5402b3f0064a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,aa5cfe76-a6e5-46e2-b913-9c364aeca6b1_103
AVAILABLE,1999972.683,aab76b94-f4aa-472d-9a5d-3e1a786bdfc5_103
AVAILABLE,2199999.34,aab83e8c-8d72-47a0-b0e9-e33885c47f98_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,aab8c162-10ad-4594-9327-7345ea3bac0d_103
AVAILABLE,170180.6317,aae667c1-ea5f-41ad-b4d2-a08d4d157959_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,aaf1c23a-8d98-4fb0-b9be-a66dacba7f10_103
AVAILABLE,1650000,ab1172c4-e1ec-430a-9234-475a65c042b8_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ab18b923-86a3-457b-b3ee-e0d9909932b3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ab2fbe84-7aaf-48a6-9b84-28b7ed6f5238_103
AVAILABLE,1799812.271,ab403a85-782a-4fe9-a7a9-a83ef383400a_103
AVAILABLE,1200100,ab439b6b-05e6-47ae-8cec-4b6c18ad1bd7_103
AVAILABLE,1956863.621,ab500657-1122-44de-9ab2-2c0048a03152_103
AVAILABLE,2800000,ab75ead5-6775-4928-85a9-94d6eadab140_103
AVAILABLE,960206.2809,ab8560c5-058d-4d0f-9ca7-b20d4f941156_103
AVAILABLE,1650000,abd10205-dd25-41c6-a150-911e8fce76a8_103
AVAILABLE,1494000,abe18da9-79a6-4922-8f63-878ae49fc5e0_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,abe42aca-9cee-4da3-8bc6-d6cfefbb399e_103
AVAILABLE,1349656.932,abe88997-3a8f-41a9-b93e-99b817194bcf_103
AVAILABLE,2950821.997,abea3d8b-f8eb-46a9-be48-d53fe1e79abe_103
AVAILABLE,1589932.696,abf6ab84-be31-4dfd-93db-8d67d530b44d_103
AVAILABLE,2814695.321,ac02ff97-d413-44b7-81a5-3e659f26f3e3_103
AVAILABLE,2080199.736,ac102957-8c24-436f-82bc-f6533defe3c0_103
AVAILABLE,1500000,ac28d434-e4f6-487c-ac24-b4079d4b6d11_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,ac2cf7e0-129f-4b59-b119-a89211357032_103
AVAILABLE,0,ac2d64ed-df7f-42ac-8940-c4cde9b1cb4f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ac325b4b-fd56-436e-82a3-fb9582525924_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ac7027d9-c4d1-418b-999c-96454731269a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,acf54519-8b09-4a41-aaeb-261b8238e996_103
AVAILABLE,1800000,ad1cfdf8-5792-4e3b-9d5d-a95040cc89a6_103
AVAILABLE,1329996.087,ad4edd68-5d23-40f1-9421-883c491ee0d7_103
AVAILABLE,150495.3561,ad69b1d9-a4a3-4578-b1d8-df6ed5fdbbbf_103
AVAILABLE,545100,adce7ae9-ca2e-4b6e-af1a-0efd7124a859_103
AVAILABLE,2200721,adfbbb72-0e67-4510-b8dc-ee942f46b720_103
AVAILABLE,1800000,adffa180-ad6e-4a78-be38-5b553dd08219_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ae0d3253-a114-4d94-b8bf-faf526633ae4_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ae1aed73-2d1e-406b-888e-93e27eabfe64_103
AVAILABLE,1349999.67,ae1f0980-47c7-4b3a-bdb2-bea7faf3ff46_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ae6de923-723d-4e65-a14a-627b9386d2a0_103
AVAILABLE,1441582.468,ae6fbaca-9137-4204-8091-481b8dc08fa5_103
AVAILABLE,874099.2241,ae7c794a-f511-4a55-be95-f5ce4e11fa58_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,ae929a3b-0f72-4f0d-a016-5640683eef68_103
AVAILABLE,0,ae9e9cec-bc86-4851-887d-9fe33a61afb6_103
AVAILABLE,2199999,aea137fb-bbd5-4c92-a4e4-3c127545ce72_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,aee08ca7-60a9-4380-94f7-8d22eb45ce41_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,aef738bc-2d71-4ba1-99be-2df67882d2f1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,aef76ab6-d323-4dd0-a46c-8ab95c4f87b0_103
AVAILABLE,79233.93555,aefcb9e9-abcd-4972-8487-e7d5855421c3_103
AVAILABLE,2147211.483,af01f837-c479-48d3-9cb7-ad46dd6337e7_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,af6931d2-3621-4f7e-8bb9-2dd1a419b4b9_103
AVAILABLE,775614.2948,afcb6e7d-bbc0-4402-832a-17da27deab94_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,afe238fb-c5c1-430a-ad85-282ae61c0584_103
AVAILABLE,1800000,b05f5d2c-35ae-4c52-9f2d-c58e51a462eb_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b0714092-faa5-441b-bd9b-9abd6c9773ad_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b079683e-b4cf-470b-9743-d46db6ac5960_103
AVAILABLE,1799677.953,b086ccd3-9c35-457e-a460-652cb589bba8_103
AVAILABLE,1443225.721,b0be68d9-0f00-4a1f-be11-f537775fa7fb_103
AVAILABLE,338410.215,b0c90028-9e03-45e7-bd21-03296a8233d9_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,b0d08cb8-f2bf-4e21-b015-faacd3db4b20_103
AVAILABLE,1351828.795,b0ef3f84-7f5c-4705-ac83-13e7695fb495_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b0f3e8e2-56ac-4f7d-aee0-4bc2a9885598_103
AVAILABLE,416965.6621,b10506b9-74d1-4512-b903-f1e8ccc628c5_103
AVAILABLE,2047066.733,b10e6ecc-2a0b-44d1-ac27-bb985b9cacc3_103
AVAILABLE,1809866.34,b10e7cc2-99fe-4ce2-b511-a1b4b2c83796_103
AVAILABLE,1500000,b11e435d-e2cf-4bc7-b1ce-468e110323ac_103
AVAILABLE,537271.5963,b12f05fd-e647-4a86-be0a-4f275c08b99b_103
AVAILABLE,1800000,b1497e31-b66a-45be-8e0c-baba3c7b67aa_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b1512f5c-1d94-4dca-8113-54404983a93a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b1b35dd9-09d6-444d-ae37-5ca2da6911d3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b1c642d2-ee64-453c-afaa-8e2b6676c4d9_103
AVAILABLE,2039061.832,b1e159a1-f1e4-4dd5-bb93-eca272e94dc6_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b1e95885-1b1f-4220-aa08-cd4b0ead4b49_103
AVAILABLE,1250000,b1f88749-d038-4229-9aa2-e8ef8d576a98_103
AVAILABLE,534512.4772,b21b0f21-9f56-4a70-be8b-92326c098171_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b2392757-de2f-485c-8e0b-b17e42194d8c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b23f6eff-c2c7-4ec4-aae2-3db019d71bea_103
AVAILABLE,22251.99781,b24cdbc5-3678-4372-bfcc-26a668fa3183_103
AVAILABLE,1500000,b277cb84-a1af-4300-97d7-7e16da9bc2f3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b2b2277f-b44f-4c25-af6b-b76eee7efdcd_103
AVAILABLE,1200000,b2d8e892-631d-4a51-b067-3f4d6b25e83e_103
AVAILABLE,1040842.452,b31e0209-ca64-4983-a191-d49a4c895512_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b331fe12-64e1-41af-ba5c-2801b234e46e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b349a829-81de-4117-8970-d13e446e4e54_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b354f733-b054-49c5-aee8-d640a7bc15c9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b3552945-6f6b-428b-a195-d96b221b8aaa_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b360321a-bc95-4381-a092-c7d81daf69da_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b365ae9b-b803-42d7-8e10-975a933d39e2_103
AVAILABLE,2500000,b3a9d806-8ce6-4df9-8bbc-58257ba75b36_103
AVAILABLE,780266.67,b3abfe0b-d4f9-462b-91a0-21fbc08ee855_103
AVAILABLE,1800000,b3addb71-bfd4-4be3-86b9-b4944a7eee52_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b3f30926-97fa-46b4-8d6f-9f1dd7f53042_103
AVAILABLE,3849891.06,b4006450-2b5d-4302-91e3-d60d7bc21882_103
AVAILABLE,1494000,b40194d1-8b7a-4db7-bc9d-b86d2fa97436_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b407f0d2-4f91-46ea-96f7-f86e4e79924f_103
AVAILABLE,1945784.839,b40fbf9c-8887-4366-8315-186373b17a6a_103
AVAILABLE,2749224.787,b42502bb-537a-496a-aff9-86f71885d8e4_103
AVAILABLE,1190109.915,b4342022-672f-43f9-93ef-902b51ad4bc8_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,b47bacef-b837-4279-b801-39472cb45b04_103
AVAILABLE,1800000,b48b627e-3c82-4604-8245-c331ae5f29cf_103
AVAILABLE,2200000,b49db387-1d93-4c84-8a3b-2615a257bd93_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b4e0616c-c2c3-45f0-93f8-17d2ff2816f2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b4e906e2-1bdb-4081-964a-3067d5dc9783_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,b4ee166b-968e-4aec-b004-87941639a840_103
